File,Line,Sentiment,SentimentScore
joebidencomprehend.csv,3814,NEGATIVE,"{'Mixed': 0.02133181504905224, 'Negative': 0.6351569294929504, 'Neutral': 0.3395068347454071, 'Positive': 0.004004386719316244}"
joebidencomprehend.csv,3816,NEUTRAL,"{'Mixed': 0.0005543447914533317, 'Negative': 0.011616258881986141, 'Neutral': 0.9771741032600403, 'Positive': 0.010655293241143227}"
joebidencomprehend.csv,3818,NEUTRAL,"{'Mixed': 0.00030187692027539015, 'Negative': 0.0001887757534859702, 'Neutral': 0.997350811958313, 'Positive': 0.002158574527129531}"
joebidencomprehend.csv,3823,NEUTRAL,"{'Mixed': 0.0068313367664813995, 'Negative': 0.007957246154546738, 'Neutral': 0.9760963320732117, 'Positive': 0.009115079417824745}"
joebidencomprehend.csv,3829,NEUTRAL,"{'Mixed': 0.005094229243695736, 'Negative': 0.0022805952467024326, 'Neutral': 0.9864041805267334, 'Positive': 0.006221048068255186}"
joebidencomprehend.csv,3830,NEGATIVE,"{'Mixed': 0.0007301705772988498, 'Negative': 0.907623827457428, 'Neutral': 0.09079107642173767, 'Positive': 0.0008548367768526077}"
joebidencomprehend.csv,3833,NEUTRAL,"{'Mixed': 0.0020176435355097055, 'Negative': 0.040964823216199875, 'Neutral': 0.9459234476089478, 'Positive': 0.011094087734818459}"
joebidencomprehend.csv,3834,NEUTRAL,"{'Mixed': 0.014806400053203106, 'Negative': 0.244869664311409, 'Neutral': 0.4990721344947815, 'Positive': 0.2412518411874771}"
joebidencomprehend.csv,3835,NEUTRAL,"{'Mixed': 0.0015277719357982278, 'Negative': 0.10654816776514053, 'Neutral': 0.880245566368103, 'Positive': 0.011678620241582394}"
joebidencomprehend.csv,3836,NEUTRAL,"{'Mixed': 0.37930604815483093, 'Negative': 0.02134620025753975, 'Neutral': 0.4593752324581146, 'Positive': 0.139972522854805}"
joebidencomprehend.csv,3837,MIXED,"{'Mixed': 0.7705814242362976, 'Negative': 0.04225960746407509, 'Neutral': 0.18121734261512756, 'Positive': 0.005941569805145264}"
joebidencomprehend.csv,3838,NEUTRAL,"{'Mixed': 0.0005091991042718291, 'Negative': 0.35458484292030334, 'Neutral': 0.6420125365257263, 'Positive': 0.0028934211004525423}"
joebidencomprehend.csv,3844,NEUTRAL,"{'Mixed': 0.0009107309160754085, 'Negative': 0.0017554555088281631, 'Neutral': 0.9941511750221252, 'Positive': 0.003182594198733568}"
joebidencomprehend.csv,3831,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3839,NEGATIVE,"{'Mixed': 0.003072537947446108, 'Negative': 0.8507978320121765, 'Neutral': 0.14050507545471191, 'Positive': 0.005624545272439718}"
joebidencomprehend.csv,3840,NEUTRAL,"{'Mixed': 0.00014620517322327942, 'Negative': 0.0015569821698591113, 'Neutral': 0.9835561513900757, 'Positive': 0.014740677550435066}"
joebidencomprehend.csv,3841,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3843,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3850,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3852,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3861,NEGATIVE,"{'Mixed': 0.003072537947446108, 'Negative': 0.8507978320121765, 'Neutral': 0.14050507545471191, 'Positive': 0.005624545272439718}"
joebidencomprehend.csv,3862,NEUTRAL,"{'Mixed': 0.00014620517322327942, 'Negative': 0.0015569821698591113, 'Neutral': 0.9835561513900757, 'Positive': 0.014740677550435066}"
joebidencomprehend.csv,3863,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3865,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3868,NEUTRAL,"{'Mixed': 0.0003392758662812412, 'Negative': 0.1287825107574463, 'Neutral': 0.8686286211013794, 'Positive': 0.0022496061865240335}"
joebidencomprehend.csv,3869,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3870,NEGATIVE,"{'Mixed': 0.0003598312905523926, 'Negative': 0.9717683792114258, 'Neutral': 0.027655212208628654, 'Positive': 0.00021650073176715523}"
joebidencomprehend.csv,3873,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3874,MIXED,"{'Mixed': 0.38519495725631714, 'Negative': 0.20060154795646667, 'Neutral': 0.3811321258544922, 'Positive': 0.033071376383304596}"
joebidencomprehend.csv,3875,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3876,NEUTRAL,"{'Mixed': 0.0007815009448677301, 'Negative': 0.008392397314310074, 'Neutral': 0.9784291386604309, 'Positive': 0.012396997772157192}"
joebidencomprehend.csv,3877,NEUTRAL,"{'Mixed': 0.002845652401447296, 'Negative': 0.04821665957570076, 'Neutral': 0.9466142654418945, 'Positive': 0.002323453314602375}"
joebidencomprehend.csv,3878,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3879,NEUTRAL,"{'Mixed': 0.032129399478435516, 'Negative': 0.008608599193394184, 'Neutral': 0.6610426902770996, 'Positive': 0.2982192933559418}"
joebidencomprehend.csv,3880,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3881,NEUTRAL,"{'Mixed': 5.680176764144562e-05, 'Negative': 0.002677121665328741, 'Neutral': 0.9921182990074158, 'Positive': 0.005147844087332487}"
joebidencomprehend.csv,3882,NEUTRAL,"{'Mixed': 0.004599492531269789, 'Negative': 0.01873020827770233, 'Neutral': 0.9713990688323975, 'Positive': 0.005271321162581444}"
joebidencomprehend.csv,3883,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3884,NEUTRAL,"{'Mixed': 2.5390370865352452e-05, 'Negative': 0.0028455196879804134, 'Neutral': 0.9960538148880005, 'Positive': 0.0010752292582765222}"
joebidencomprehend.csv,3885,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3886,NEUTRAL,"{'Mixed': 0.0006587945390492678, 'Negative': 0.003998204134404659, 'Neutral': 0.9935593605041504, 'Positive': 0.0017836069455370307}"
joebidencomprehend.csv,3887,NEUTRAL,"{'Mixed': 0.0006438660202547908, 'Negative': 0.001588928629644215, 'Neutral': 0.995695948600769, 'Positive': 0.0020713498815894127}"
joebidencomprehend.csv,3888,NEGATIVE,"{'Mixed': 0.014145301654934883, 'Negative': 0.5135886073112488, 'Neutral': 0.46433109045028687, 'Positive': 0.007934930734336376}"
joebidencomprehend.csv,3889,NEUTRAL,"{'Mixed': 5.447573130368255e-05, 'Negative': 0.0030735700856894255, 'Neutral': 0.9926462173461914, 'Positive': 0.004225794691592455}"
joebidencomprehend.csv,3890,NEGATIVE,"{'Mixed': 0.006541088689118624, 'Negative': 0.7301400303840637, 'Neutral': 0.25394877791404724, 'Positive': 0.009370150044560432}"
joebidencomprehend.csv,3892,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3894,NEGATIVE,"{'Mixed': 0.003072537947446108, 'Negative': 0.8507978320121765, 'Neutral': 0.14050507545471191, 'Positive': 0.005624545272439718}"
joebidencomprehend.csv,3895,NEUTRAL,"{'Mixed': 0.00014620517322327942, 'Negative': 0.0015569821698591113, 'Neutral': 0.9835561513900757, 'Positive': 0.014740677550435066}"
joebidencomprehend.csv,3896,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3898,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3900,NEUTRAL,"{'Mixed': 0.0005188104114495218, 'Negative': 0.03200535103678703, 'Neutral': 0.9591108560562134, 'Positive': 0.008364950306713581}"
joebidencomprehend.csv,3902,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3903,NEUTRAL,"{'Mixed': 0.3709075152873993, 'Negative': 0.08394840359687805, 'Neutral': 0.526283860206604, 'Positive': 0.018860315904021263}"
joebidencomprehend.csv,3904,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3905,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3906,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3907,NEUTRAL,"{'Mixed': 0.04198355972766876, 'Negative': 0.03778354078531265, 'Neutral': 0.9069443941116333, 'Positive': 0.01328844204545021}"
joebidencomprehend.csv,3908,NEUTRAL,"{'Mixed': 0.0012610249686986208, 'Negative': 0.24771472811698914, 'Neutral': 0.7386497855186462, 'Positive': 0.012374432757496834}"
joebidencomprehend.csv,3916,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3921,NEUTRAL,"{'Mixed': 0.0001749032235238701, 'Negative': 0.013921958394348621, 'Neutral': 0.982453465461731, 'Positive': 0.0034497950691729784}"
joebidencomprehend.csv,3922,NEUTRAL,"{'Mixed': 0.0007286226027645171, 'Negative': 0.01770404726266861, 'Neutral': 0.9763350486755371, 'Positive': 0.005232302937656641}"
joebidencomprehend.csv,3928,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3932,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3935,NEGATIVE,"{'Mixed': 0.003072537947446108, 'Negative': 0.8507978320121765, 'Neutral': 0.14050507545471191, 'Positive': 0.005624545272439718}"
joebidencomprehend.csv,3936,NEUTRAL,"{'Mixed': 0.00014620517322327942, 'Negative': 0.0015569821698591113, 'Neutral': 0.9835561513900757, 'Positive': 0.014740677550435066}"
joebidencomprehend.csv,3937,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3939,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3946,NEUTRAL,"{'Mixed': 0.02063358761370182, 'Negative': 0.037525806576013565, 'Neutral': 0.6112599968910217, 'Positive': 0.33058056235313416}"
joebidencomprehend.csv,3948,NEUTRAL,"{'Mixed': 0.042890798300504684, 'Negative': 0.027668537572026253, 'Neutral': 0.8808709383010864, 'Positive': 0.048569731414318085}"
joebidencomprehend.csv,3951,NEGATIVE,"{'Mixed': 0.003072537947446108, 'Negative': 0.8507978320121765, 'Neutral': 0.14050507545471191, 'Positive': 0.005624545272439718}"
joebidencomprehend.csv,3952,NEUTRAL,"{'Mixed': 0.00014620517322327942, 'Negative': 0.0015569821698591113, 'Neutral': 0.9835561513900757, 'Positive': 0.014740677550435066}"
joebidencomprehend.csv,3953,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3955,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3958,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3962,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3963,NEUTRAL,"{'Mixed': 0.002806528238579631, 'Negative': 0.04697016626596451, 'Neutral': 0.922640860080719, 'Positive': 0.027582397684454918}"
joebidencomprehend.csv,3968,NEUTRAL,"{'Mixed': 0.00845708791166544, 'Negative': 0.0048453230410814285, 'Neutral': 0.9741135239601135, 'Positive': 0.012584127485752106}"
joebidencomprehend.csv,3210,NEUTRAL,"{'Mixed': 1.5056190932227764e-05, 'Negative': 0.0010561301605775952, 'Neutral': 0.9984851479530334, 'Positive': 0.00044376158621162176}"
joebidencomprehend.csv,3211,NEGATIVE,"{'Mixed': 0.0012907744385302067, 'Negative': 0.934023380279541, 'Neutral': 0.06404714286327362, 'Positive': 0.0006387061439454556}"
joebidencomprehend.csv,3214,NEUTRAL,"{'Mixed': 0.018621735274791718, 'Negative': 0.36473551392555237, 'Neutral': 0.6116756796836853, 'Positive': 0.004967133514583111}"
joebidencomprehend.csv,3233,NEUTRAL,"{'Mixed': 0.0035721957683563232, 'Negative': 0.2319124937057495, 'Neutral': 0.7639279961585999, 'Positive': 0.00058730598539114}"
joebidencomprehend.csv,3267,NEUTRAL,"{'Mixed': 0.0002723043435253203, 'Negative': 0.007893508300185204, 'Neutral': 0.9911655783653259, 'Positive': 0.0006685369880869985}"
joebidencomprehend.csv,3272,NEUTRAL,"{'Mixed': 0.0004976722411811352, 'Negative': 0.2822421193122864, 'Neutral': 0.7118123769760132, 'Positive': 0.005447776988148689}"
joebidencomprehend.csv,3317,NEGATIVE,"{'Mixed': 0.0014554840745404363, 'Negative': 0.9629034399986267, 'Neutral': 0.034786008298397064, 'Positive': 0.0008550721104256809}"
joebidencomprehend.csv,3348,NEUTRAL,"{'Mixed': 0.007547653280198574, 'Negative': 0.44187742471694946, 'Neutral': 0.5450888872146606, 'Positive': 0.00548600172623992}"
joebidencomprehend.csv,3369,NEGATIVE,"{'Mixed': 9.1976562544005e-06, 'Negative': 0.8508053421974182, 'Neutral': 0.14777535200119019, 'Positive': 0.0014100928092375398}"
joebidencomprehend.csv,3394,MIXED,"{'Mixed': 0.7084380388259888, 'Negative': 0.09696821868419647, 'Neutral': 0.18893884122371674, 'Positive': 0.005654823966324329}"
joebidencomprehend.csv,3412,NEGATIVE,"{'Mixed': 0.0026716601569205523, 'Negative': 0.9009436368942261, 'Neutral': 0.09546879678964615, 'Positive': 0.000915862969122827}"
joebidencomprehend.csv,3413,NEUTRAL,"{'Mixed': 0.0009593730792403221, 'Negative': 0.02381737530231476, 'Neutral': 0.9733061194419861, 'Positive': 0.0019171017920598388}"
joebidencomprehend.csv,3428,NEGATIVE,"{'Mixed': 0.00013905703963246197, 'Negative': 0.9845624566078186, 'Neutral': 0.015195929445326328, 'Positive': 0.00010253794607706368}"
joebidencomprehend.csv,3447,NEUTRAL,"{'Mixed': 0.13991808891296387, 'Negative': 0.38842663168907166, 'Neutral': 0.46645617485046387, 'Positive': 0.005199145525693893}"
joebidencomprehend.csv,3469,MIXED,"{'Mixed': 0.7324131727218628, 'Negative': 0.13254579901695251, 'Neutral': 0.12963154911994934, 'Positive': 0.0054093929938972}"
joebidencomprehend.csv,3475,NEUTRAL,"{'Mixed': 5.8609177358448505e-05, 'Negative': 0.001861300552263856, 'Neutral': 0.9978718757629395, 'Positive': 0.000208185869269073}"
joebidencomprehend.csv,3478,NEUTRAL,"{'Mixed': 0.11407753825187683, 'Negative': 0.05508437752723694, 'Neutral': 0.6293123960494995, 'Positive': 0.20152562856674194}"
joebidencomprehend.csv,3492,NEUTRAL,"{'Mixed': 0.32740578055381775, 'Negative': 0.03701842948794365, 'Neutral': 0.5250672698020935, 'Positive': 0.1105085164308548}"
joebidencomprehend.csv,3524,NEUTRAL,"{'Mixed': 0.00014208888751454651, 'Negative': 0.03325953707098961, 'Neutral': 0.9615169167518616, 'Positive': 0.005081430077552795}"
joebidencomprehend.csv,3591,NEUTRAL,"{'Mixed': 0.00018893872038461268, 'Negative': 0.03578183799982071, 'Neutral': 0.9583371877670288, 'Positive': 0.005691982340067625}"
joebidencomprehend.csv,3636,NEGATIVE,"{'Mixed': 0.04309921711683273, 'Negative': 0.7396163940429688, 'Neutral': 0.21222740411758423, 'Positive': 0.005056952126324177}"
joebidencomprehend.csv,3670,NEGATIVE,"{'Mixed': 0.0133556192740798, 'Negative': 0.7328916788101196, 'Neutral': 0.24858231842517853, 'Positive': 0.005170358810573816}"
joebidencomprehend.csv,3777,NEGATIVE,"{'Mixed': 0.013292723335325718, 'Negative': 0.7954885363578796, 'Neutral': 0.18878278136253357, 'Positive': 0.0024359675589948893}"
joebidencomprehend.csv,3848,NEGATIVE,"{'Mixed': 0.030623923987150192, 'Negative': 0.7381775975227356, 'Neutral': 0.2290412187576294, 'Positive': 0.0021572234109044075}"
joebidencomprehend.csv,3909,NEGATIVE,"{'Mixed': 0.08483172208070755, 'Negative': 0.5569453239440918, 'Neutral': 0.35057470202445984, 'Positive': 0.007648254279047251}"
joebidencomprehend.csv,3911,NEUTRAL,"{'Mixed': 0.1269783079624176, 'Negative': 0.3396884500980377, 'Neutral': 0.5190582871437073, 'Positive': 0.014275014400482178}"
joebidencomprehend.csv,3913,NEGATIVE,"{'Mixed': 0.29590660333633423, 'Negative': 0.5000874400138855, 'Neutral': 0.19294868409633636, 'Positive': 0.01105725672096014}"
joebidencomprehend.csv,3914,NEGATIVE,"{'Mixed': 0.0016911725979298353, 'Negative': 0.9670770168304443, 'Neutral': 0.030141333118081093, 'Positive': 0.0010904701193794608}"
joebidencomprehend.csv,3925,NEUTRAL,"{'Mixed': 0.004847405478358269, 'Negative': 0.4484062194824219, 'Neutral': 0.5448135733604431, 'Positive': 0.001932715531438589}"
joebidencomprehend.csv,3941,NEUTRAL,"{'Mixed': 0.22809581458568573, 'Negative': 0.3426329791545868, 'Neutral': 0.4122281074523926, 'Positive': 0.017043069005012512}"
joebidencomprehend.csv,3949,NEUTRAL,"{'Mixed': 0.0008913099300116301, 'Negative': 0.09662871062755585, 'Neutral': 0.7557008266448975, 'Positive': 0.1467791199684143}"
joebidencomprehend.csv,3975,NEUTRAL,"{'Mixed': 0.0007692812359891832, 'Negative': 0.31364157795906067, 'Neutral': 0.6823935508728027, 'Positive': 0.003195553319528699}"
joebidencomprehend.csv,3847,NEUTRAL,"{'Mixed': 0.029218923300504684, 'Negative': 0.059590812772512436, 'Neutral': 0.8950901627540588, 'Positive': 0.01610003411769867}"
joebidencomprehend.csv,3849,NEUTRAL,"{'Mixed': 0.029417792335152626, 'Negative': 0.4002474248409271, 'Neutral': 0.4758390188217163, 'Positive': 0.09449579566717148}"
joebidencomprehend.csv,3855,NEGATIVE,"{'Mixed': 0.03174359351396561, 'Negative': 0.8042865991592407, 'Neutral': 0.15798917412757874, 'Positive': 0.0059805819764733315}"
joebidencomprehend.csv,3856,NEUTRAL,"{'Mixed': 0.02816981077194214, 'Negative': 0.04753563925623894, 'Neutral': 0.9201943874359131, 'Positive': 0.004100085701793432}"
joebidencomprehend.csv,3858,NEUTRAL,"{'Mixed': 0.005155730526894331, 'Negative': 0.15372610092163086, 'Neutral': 0.818198025226593, 'Positive': 0.022920170798897743}"
joebidencomprehend.csv,3859,NEUTRAL,"{'Mixed': 0.0005922752898186445, 'Negative': 0.04136725515127182, 'Neutral': 0.9528013467788696, 'Positive': 0.00523911789059639}"
joebidencomprehend.csv,3860,NEUTRAL,"{'Mixed': 0.0002793326275423169, 'Negative': 0.00010852349805645645, 'Neutral': 0.9815415143966675, 'Positive': 0.018070654943585396}"
joebidencomprehend.csv,3866,NEUTRAL,"{'Mixed': 0.006747140549123287, 'Negative': 0.002555679064244032, 'Neutral': 0.9848901629447937, 'Positive': 0.005807007197290659}"
joebidencomprehend.csv,3867,NEUTRAL,"{'Mixed': 0.0001890915009425953, 'Negative': 0.0014817481860518456, 'Neutral': 0.996482253074646, 'Positive': 0.001846889266744256}"
joebidencomprehend.csv,3871,NEUTRAL,"{'Mixed': 0.0014709382085129619, 'Negative': 0.009826317429542542, 'Neutral': 0.9878215193748474, 'Positive': 0.0008812050800770521}"
joebidencomprehend.csv,3872,NEUTRAL,"{'Mixed': 0.0010783487232401967, 'Negative': 0.004658333025872707, 'Neutral': 0.9921489953994751, 'Positive': 0.0021143388003110886}"
joebidencomprehend.csv,3891,NEUTRAL,"{'Mixed': 0.00410403311252594, 'Negative': 0.0928708165884018, 'Neutral': 0.854788064956665, 'Positive': 0.04823707789182663}"
joebidencomprehend.csv,3899,NEUTRAL,"{'Mixed': 0.0007556452765129507, 'Negative': 0.00234794057905674, 'Neutral': 0.9938915967941284, 'Positive': 0.003004822414368391}"
joebidencomprehend.csv,3901,NEUTRAL,"{'Mixed': 0.21705825626850128, 'Negative': 0.14591044187545776, 'Neutral': 0.6108437776565552, 'Positive': 0.026187457144260406}"
joebidencomprehend.csv,3915,NEUTRAL,"{'Mixed': 0.0002972962101921439, 'Negative': 0.3246026635169983, 'Neutral': 0.6734140515327454, 'Positive': 0.001685956260189414}"
joebidencomprehend.csv,3923,NEUTRAL,"{'Mixed': 0.4137502610683441, 'Negative': 0.06239917501807213, 'Neutral': 0.48538050055503845, 'Positive': 0.03847001865506172}"
joebidencomprehend.csv,3924,NEUTRAL,"{'Mixed': 0.27417126297950745, 'Negative': 0.09683186560869217, 'Neutral': 0.5726788640022278, 'Positive': 0.056317999958992004}"
joebidencomprehend.csv,3927,POSITIVE,"{'Mixed': 0.0026835999451577663, 'Negative': 0.005137024447321892, 'Neutral': 0.17904408276081085, 'Positive': 0.8131353259086609}"
joebidencomprehend.csv,3933,NEUTRAL,"{'Mixed': 0.03799481689929962, 'Negative': 0.006471483968198299, 'Neutral': 0.9506747722625732, 'Positive': 0.004858962260186672}"
joebidencomprehend.csv,3940,NEUTRAL,"{'Mixed': 0.0025323450099676847, 'Negative': 0.002261464949697256, 'Neutral': 0.99055016040802, 'Positive': 0.004655885510146618}"
joebidencomprehend.csv,3942,NEUTRAL,"{'Mixed': 0.006959637627005577, 'Negative': 0.014533281326293945, 'Neutral': 0.9617645740509033, 'Positive': 0.016742417588829994}"
joebidencomprehend.csv,3944,NEUTRAL,"{'Mixed': 8.953906944952905e-05, 'Negative': 0.0013490329729393125, 'Neutral': 0.9170904755592346, 'Positive': 0.08147094398736954}"
joebidencomprehend.csv,3947,NEGATIVE,"{'Mixed': 0.1974751353263855, 'Negative': 0.42046305537223816, 'Neutral': 0.3770590126514435, 'Positive': 0.005002740770578384}"
joebidencomprehend.csv,3950,NEUTRAL,"{'Mixed': 0.024253875017166138, 'Negative': 0.029535721987485886, 'Neutral': 0.7654927372932434, 'Positive': 0.1807175576686859}"
joebidencomprehend.csv,3956,NEUTRAL,"{'Mixed': 0.0023770583793520927, 'Negative': 0.003500558203086257, 'Neutral': 0.9893068671226501, 'Positive': 0.004815536085516214}"
joebidencomprehend.csv,3957,NEUTRAL,"{'Mixed': 0.001607833313755691, 'Negative': 0.10962095111608505, 'Neutral': 0.870377242565155, 'Positive': 0.018394026905298233}"
joebidencomprehend.csv,3959,NEUTRAL,"{'Mixed': 0.027326062321662903, 'Negative': 0.07390334457159042, 'Neutral': 0.7828044295310974, 'Positive': 0.11596614122390747}"
joebidencomprehend.csv,3964,NEUTRAL,"{'Mixed': 0.0004904258530586958, 'Negative': 0.005326767452061176, 'Neutral': 0.9893157482147217, 'Positive': 0.0048670778051018715}"
joebidencomprehend.csv,3967,NEUTRAL,"{'Mixed': 0.0021033422090113163, 'Negative': 0.32058918476104736, 'Neutral': 0.6746311783790588, 'Positive': 0.0026763207279145718}"
joebidencomprehend.csv,3973,NEUTRAL,"{'Mixed': 6.904423935338855e-05, 'Negative': 0.003413821803405881, 'Neutral': 0.8875041007995605, 'Positive': 0.10901302099227905}"
joebidencomprehend.csv,3980,NEGATIVE,"{'Mixed': 0.04397142305970192, 'Negative': 0.7134182453155518, 'Neutral': 0.23519940674304962, 'Positive': 0.0074108801782131195}"
joebidencomprehend.csv,3984,NEUTRAL,"{'Mixed': 0.00023637317644897848, 'Negative': 0.0021902848966419697, 'Neutral': 0.9912672638893127, 'Positive': 0.006306183058768511}"
joebidencomprehend.csv,3406,NEUTRAL,"{'Mixed': 0.0007774331024847925, 'Negative': 0.12270879745483398, 'Neutral': 0.8635436296463013, 'Positive': 0.012970088981091976}"
joebidencomprehend.csv,3452,NEUTRAL,"{'Mixed': 0.031340256333351135, 'Negative': 0.3156188726425171, 'Neutral': 0.6005281805992126, 'Positive': 0.05251263827085495}"
joebidencomprehend.csv,3477,NEGATIVE,"{'Mixed': 0.04174642637372017, 'Negative': 0.7239064574241638, 'Neutral': 0.23267042636871338, 'Positive': 0.0016766515327617526}"
joebidencomprehend.csv,3500,NEGATIVE,"{'Mixed': 0.021191013976931572, 'Negative': 0.6280650496482849, 'Neutral': 0.34535273909568787, 'Positive': 0.005391183774918318}"
joebidencomprehend.csv,3506,NEUTRAL,"{'Mixed': 0.045019373297691345, 'Negative': 0.16704586148262024, 'Neutral': 0.7852158546447754, 'Positive': 0.002718895673751831}"
joebidencomprehend.csv,3509,NEGATIVE,"{'Mixed': 0.14937417209148407, 'Negative': 0.5717037320137024, 'Neutral': 0.26568612456321716, 'Positive': 0.01323594618588686}"
joebidencomprehend.csv,3525,NEUTRAL,"{'Mixed': 0.009610848501324654, 'Negative': 0.20359791815280914, 'Neutral': 0.7709252238273621, 'Positive': 0.015865975990891457}"
joebidencomprehend.csv,3531,NEUTRAL,"{'Mixed': 2.2797339624958113e-05, 'Negative': 0.0021803718991577625, 'Neutral': 0.9877775311470032, 'Positive': 0.010019185021519661}"
joebidencomprehend.csv,3541,NEUTRAL,"{'Mixed': 0.025629574432969093, 'Negative': 0.038464538753032684, 'Neutral': 0.9017019271850586, 'Positive': 0.03420392796397209}"
